SPLuiziânia;352770;3527702;SP;Luiziânia;Região Sudeste;5030;Pequeno I;;
SPLupércio;352780;3527801;SP;Lupércio;Região Sudeste;4353;Pequeno I;;
SPLutécia;352790;3527900;SP;Lutécia;Região Sudeste;2714;Pequeno I;;
SPMacatuba;352800;3528007;SP;Macatuba;Região Sudeste;16259;Pequeno I;;
SPMacaubal;352810;3528106;SP;Macaubal;Região Sudeste;7663;Pequeno I;;
SPMacedônia;352820;3528205;SP;Macedônia;Região Sudeste;3664;Pequeno I;;
SPMagda;352830;3528304;SP;Magda;Região Sudeste;3200;Pequeno I;;
SPMairinque;352840;3528403;SP;Mairinque;Região Sudeste;43223;Pequeno II;;
SPMairiporã;352850;3528502;SP;Mairiporã;Região Sudeste;80956;Médio;;
SPManduri;352860;3528601;SP;Manduri;Região Sudeste;8992;Pequeno I;;
SPMarabá Paulista;352870;3528700;SP;Marabá Paulista;Região Sudeste;4812;Pequeno I;;
SPMaracaí;352880;3528809;SP;Maracaí;Região Sudeste;13332;Pequeno I;;
SPMarapoama;352885;3528858;SP;Marapoama;Região Sudeste;2633;Pequeno I;;
SPMariápolis;352890;3528908;SP;Mariápolis;Região Sudeste;3916;Pequeno I;;
SPMarília;352900;3529005;SP;Marília;Região Sudeste;216745;Grande;;
SPMarinópolis;352910;3529104;SP;Marinópolis;Região Sudeste;2113;Pequeno I;;
SPMartinópolis;352920;3529203;SP;Martinópolis;Região Sudeste;24219;Pequeno II;;
SPMatão;352930;3529302;SP;Matão;Região Sudeste;76786;Médio;;
SPMauá;352940;3529401;SP;Mauá;Região Sudeste;417064;Grande;;
SPMendonça;352950;3529500;SP;Mendonça;Região Sudeste;4640;Pequeno I;;
SPMeridiano;352960;3529609;SP;Meridiano;Região Sudeste;3855;Pequeno I;;
SPMesópolis;352965;3529658;SP;Mesópolis;Região Sudeste;1886;Pequeno I;;
SPMiguelópolis;352970;3529708;SP;Miguelópolis;Região Sudeste;20451;Pequeno II;;
SPMineiros do Tietê;352980;3529807;SP;Mineiros do Tietê;Região Sudeste;12038;Pequeno I;;
SPMiracatu;352990;3529906;SP;Miracatu;Região Sudeste;20592;Pequeno II;;
SPMira Estrela;353000;3530003;SP;Mira Estrela;Região Sudeste;2820;Pequeno I;;
SPMirandópolis;353010;3530102;SP;Mirandópolis;Região Sudeste;27483;Pequeno II;;
SPMirante do Paranapanema;353020;3530201;SP;Mirante do Paranapanema;Região Sudeste;17059;Pequeno I;;
SPMirassol;353030;3530300;SP;Mirassol;Região Sudeste;53792;Médio;;
SPMirassolândia;353040;3530409;SP;Mirassolândia;Região Sudeste;4295;Pequeno I;;
SPMococa;353050;3530508;SP;Mococa;Região Sudeste;66290;Médio;;
SPMoji Das Cruzes;353060;3530607;SP;Moji Das Cruzes;Região Sudeste;387779;Grande;;
SPMogi Guaçu;353070;3530706;SP;Mogi Guaçu;Região Sudeste;137245;Grande;;
SPMoji-mirim;353080;3530805;SP;Moji-mirim;Região Sudeste;86505;Médio;;
SPMombuca;353090;3530904;SP;Mombuca;Região Sudeste;3266;Pequeno I;;
SPMonções;353100;3531001;SP;Monções;Região Sudeste;2132;Pequeno I;;
SPMongaguá;353110;3531100;SP;Mongaguá;Região Sudeste;46293;Pequeno II;;
SPMonte Alegre do Sul;353120;3531209;SP;Monte Alegre do Sul;Região Sudeste;7152;Pequeno I;;
SPMonte Alto;353130;3531308;SP;Monte Alto;Região Sudeste;46642;Pequeno II;;
SPMonte Aprazível;353140;3531407;SP;Monte Aprazível;Região Sudeste;21746;Pequeno II;;
SPMonte Azul Paulista;353150;3531506;SP;Monte Azul Paulista;Região Sudeste;18931;Pequeno I;;
SPMonte Castelo;353160;3531605;SP;Monte Castelo;Região Sudeste;4063;Pequeno I;;
SPMonteiro Lobato;353170;3531704;SP;Monteiro Lobato;Região Sudeste;4120;Pequeno I;;
SPMonte Mor;353180;3531803;SP;Monte Mor;Região Sudeste;48949;Pequeno II;;
SPMorro Agudo;353190;3531902;SP;Morro Agudo;Região Sudeste;29116;Pequeno II;;
SPMorungaba;353200;3532009;SP;Morungaba;Região Sudeste;11769;Pequeno I;;
SPMotuca;353205;3532058;SP;Motuca;Região Sudeste;4290;Pequeno I;;
SPMurutinga do Sul;353210;3532108;SP;Murutinga do Sul;Região Sudeste;4186;Pequeno I;;
SPNantes;353215;3532157;SP;Nantes;Região Sudeste;2707;Pequeno I;;
SPNarandiba;353220;3532207;SP;Narandiba;Região Sudeste;4288;Pequeno I;;
SPNatividade da Serra;353230;3532306;SP;Natividade da Serra;Região Sudeste;6678;Pequeno I;;
SPNazaré Paulista;353240;3532405;SP;Nazaré Paulista;Região Sudeste;16414;Pequeno I;;
SPNeves Paulista;353250;3532504;SP;Neves Paulista;Região Sudeste;8772;Pequeno I;;
SPNhandeara;353260;3532603;SP;Nhandeara;Região Sudeste;10725;Pequeno I;;
SPNipoã;353270;3532702;SP;Nipoã;Região Sudeste;4274;Pequeno I;;
SPNova Aliança;353280;3532801;SP;Nova Aliança;Região Sudeste;5891;Pequeno I;;
SPNova Campina;353282;3532827;SP;Nova Campina;Região Sudeste;8515;Pequeno I;;
SPNova Canaã Paulista;353284;3532843;SP;Nova Canaã Paulista;Região Sudeste;2114;Pequeno I;;
SPNova Castilho;353286;3532868;SP;Nova Castilho;Região Sudeste;1125;Pequeno I;;
SPNova Europa;353290;3532900;SP;Nova Europa;Região Sudeste;9300;Pequeno I;;
SPNova Granada;353300;3533007;SP;Nova Granada;Região Sudeste;19180;Pequeno I;;
SPNova Guataporanga;353310;3533106;SP;Nova Guataporanga;Região Sudeste;2177;Pequeno I;;
SPNova Independência;353320;3533205;SP;Nova Independência;Região Sudeste;3068;Pequeno I;;
SPNovais;353325;3533254;SP;Novais;Região Sudeste;4592;Pequeno I;;
SPNova Luzitânia;353330;3533304;SP;Nova Luzitânia;Região Sudeste;3441;Pequeno I;;
SPNova Odessa;353340;3533403;SP;Nova Odessa;Região Sudeste;51242;Médio;;
SPNovo Horizonte;353350;3533502;SP;Novo Horizonte;Região Sudeste;36593;Pequeno II;;
SPNuporanga;353360;3533601;SP;Nuporanga;Região Sudeste;6817;Pequeno I;;
SPOcauçu;353370;3533700;SP;Ocauçu;Região Sudeste;4163;Pequeno I;;
SPÓleo;353380;3533809;SP;Óleo;Região Sudeste;2673;Pequeno I;;
SPOlímpia;353390;3533908;SP;Olímpia;Região Sudeste;50024;Médio;;
SPOnda Verde;353400;3534005;SP;Onda Verde;Região Sudeste;3884;Pequeno I;;
SPOriente;353410;3534104;SP;Oriente;Região Sudeste;6097;Pequeno I;;
SPOrindiúva;353420;3534203;SP;Orindiúva;Região Sudeste;5675;Pequeno I;;
SPOrlândia;353430;3534302;SP;Orlândia;Região Sudeste;39781;Pequeno II;;
SPOsasco;353440;3534401;SP;Osasco;Região Sudeste;666740;Grande;;
SPOscar Bressane;353450;3534500;SP;Oscar Bressane;Região Sudeste;2537;Pequeno I;;
SPOsvaldo Cruz;353460;3534609;SP;Osvaldo Cruz;Região Sudeste;30917;Pequeno II;;
SPOurinhos;353470;3534708;SP;Ourinhos;Região Sudeste;103035;Grande;;
SPOuroeste;353475;3534757;SP;Ouroeste;Região Sudeste;8405;Pequeno I;;
SPOuro Verde;353480;3534807;SP;Ouro Verde;Região Sudeste;7800;Pequeno I;;
SPPacaembu;353490;3534906;SP;Pacaembu;Região Sudeste;13226;Pequeno I;;
SPPalestina;353500;3535002;SP;Palestina;Região Sudeste;11051;Pequeno I;;
SPPalmares Paulista;353510;3535101;SP;Palmares Paulista;Região Sudeste;10934;Pequeno I;;
SPPalmeira D'oeste;353520;3535200;SP;Palmeira D´oeste;Região Sudeste;9584;Pequeno I;;
SPPalmital;353530;3535309;SP;Palmital;Região Sudeste;21186;Pequeno II;;
SPPanorama;353540;3535408;SP;Panorama;Região Sudeste;14583;Pequeno I;;
SPParaguaçu Paulista;353550;3535507;SP;Paraguaçu Paulista;Região Sudeste;42278;Pequeno II;;
SPParaibuna;353560;3535606;SP;Paraibuna;Região Sudeste;17388;Pequeno I;;
SPParaíso;353570;3535705;SP;Paraíso;Região Sudeste;5898;Pequeno I;;
SPParanapanema;353580;3535804;SP;Paranapanema;Região Sudeste;17808;Pequeno I;;
SPParanapuã;353590;3535903;SP;Paranapuã;Região Sudeste;3815;Pequeno I;;
SPParapuã;353600;3536000;SP;Parapuã;Região Sudeste;10844;Pequeno I;;
SPPardinho;353610;3536109;SP;Pardinho;Região Sudeste;5582;Pequeno I;;
SPPariquera-açu;353620;3536208;SP;Pariquera-açu;Região Sudeste;18446;Pequeno I;;
SPParisi;353625;3536257;SP;Parisi;Região Sudeste;2032;Pequeno I;;
SPPatrocínio Paulista;353630;3536307;SP;Patrocínio Paulista;Região Sudeste;13000;Pequeno I;;
SPPaulicéia;353640;3536406;SP;Paulicéia;Região Sudeste;6339;Pequeno I;;
SPPaulínia;353650;3536505;SP;Paulínia;Região Sudeste;82146;Médio;;
SPPaulistânia;353657;3536570;SP;Paulistânia;Região Sudeste;1779;Pequeno I;;
SPPaulo de Faria;353660;3536604;SP;Paulo de Faria;Região Sudeste;8589;Pequeno I;;
SPPederneiras;353670;3536703;SP;Pederneiras;Região Sudeste;41497;Pequeno II;;
SPPedra Bela;353680;3536802;SP;Pedra Bela;Região Sudeste;5780;Pequeno I;;
SPPedranópolis;353690;3536901;SP;Pedranópolis;Região Sudeste;2558;Pequeno I;;
SPPedregulho;353700;3537008;SP;Pedregulho;Região Sudeste;15700;Pequeno I;;
SPPedreira;353710;3537107;SP;Pedreira;Região Sudeste;41558;Pequeno II;;
SPPedrinhas Paulista;353715;3537156;SP;Pedrinhas Paulista;Região Sudeste;2940;Pequeno I;;
SPPedro de Toledo;353720;3537206;SP;Pedro de Toledo;Região Sudeste;10204;Pequeno I;;
SPPenápolis;353730;3537305;SP;Penápolis;Região Sudeste;58510;Médio;;
SPPereira Barreto;353740;3537404;SP;Pereira Barreto;Região Sudeste;24962;Pequeno II;;
SPPereiras;353750;3537503;SP;Pereiras;Região Sudeste;7454;Pequeno I;;
SPPeruíbe;353760;3537602;SP;Peruíbe;Região Sudeste;59773;Médio;;
SPPiacatu;353770;3537701;SP;Piacatu;Região Sudeste;5287;Pequeno I;;
SPPiedade;353780;3537800;SP;Piedade;Região Sudeste;52143;Médio;;
SPPilar do Sul;353790;3537909;SP;Pilar do Sul;Região Sudeste;26406;Pequeno II;;
SPPindamonhangaba;353800;3538006;SP;Pindamonhangaba;Região Sudeste;146995;Grande;;
SPPindorama;353810;3538105;SP;Pindorama;Região Sudeste;15039;Pequeno I;;
SPPinhalzinho;353820;3538204;SP;Pinhalzinho;Região Sudeste;13105;Pequeno I;;
SPPiquerobi;353830;3538303;SP;Piquerobi;Região Sudeste;3537;Pequeno I;;
SPPiquete;353850;3538501;SP;Piquete;Região Sudeste;14107;Pequeno I;;
SPPiracaia;353860;3538600;SP;Piracaia;Região Sudeste;25116;Pequeno II;;
SPPiracicaba;353870;3538709;SP;Piracicaba;Região Sudeste;364571;Grande;;
SPPiraju;353880;3538808;SP;Piraju;Região Sudeste;28475;Pequeno II;;
SPPirajuí;353890;3538907;SP;Pirajuí;Região Sudeste;22704;Pequeno II;;
SPPirangi;353900;3539004;SP;Pirangi;Região Sudeste;10623;Pequeno I;;
SPPirapora do Bom Jesus;353910;3539103;SP;Pirapora do Bom Jesus;Região Sudeste;15733;Pequeno I;;
SPPirapozinho;353920;3539202;SP;Pirapozinho;Região Sudeste;24694;Pequeno II;;
SPPirassununga;353930;3539301;SP;Pirassununga;Região Sudeste;70081;Médio;;
SPPiratininga;353940;3539400;SP;Piratininga;Região Sudeste;12072;Pequeno I;;
SPPitangueiras;353950;3539509;SP;Pitangueiras;Região Sudeste;35307;Pequeno II;;
SPPlanalto;353960;3539608;SP;Planalto;Região Sudeste;4463;Pequeno I;;
SPPlatina;353970;3539707;SP;Platina;Região Sudeste;3192;Pequeno I;;
SPPoá;353980;3539806;SP;Poá;Região Sudeste;106013;Grande;;
SPPoloni;353990;3539905;SP;Poloni;Região Sudeste;5395;Pequeno I;;
SPPompéia;354000;3540002;SP;Pompéia;Região Sudeste;19964;Pequeno I;;
SPPongaí;354010;3540101;SP;Pongaí;Região Sudeste;3481;Pequeno I;;
SPPontal;354020;3540200;SP;Pontal;Região Sudeste;40244;Pequeno II;;
SPPontalinda;354025;3540259;SP;Pontalinda;Região Sudeste;4074;Pequeno I;;
SPPontes Gestal;354030;3540309;SP;Pontes Gestal;Região Sudeste;2518;Pequeno I;;
SPPopulina;354040;3540408;SP;Populina;Região Sudeste;4223;Pequeno I;;
SPPorangaba;354050;3540507;SP;Porangaba;Região Sudeste;8326;Pequeno I;;
SPPorto Feliz;354060;3540606;SP;Porto Feliz;Região Sudeste;48893;Pequeno II;;
SPPorto Ferreira;354070;3540705;SP;Porto Ferreira;Região Sudeste;51400;Médio;;
SPPotim;354075;3540754;SP;Potim;Região Sudeste;19397;Pequeno I;;
SPPotirendaba;354080;3540804;SP;Potirendaba;Região Sudeste;15449;Pequeno I;;
SPPracinha;354085;3540853;SP;Pracinha;Região Sudeste;2858;Pequeno I;;
SPPradópolis;354090;3540903;SP;Pradópolis;Região Sudeste;17377;Pequeno I;;
SPPraia Grande;354100;3541000;SP;Praia Grande;Região Sudeste;262051;Grande;;
SPPratânia;354105;3541059;SP;Pratânia;Região Sudeste;4599;Pequeno I;;
SPPresidente Alves;354110;3541109;SP;Presidente Alves;Região Sudeste;4123;Pequeno I;;
SPPresidente Bernardes;354120;3541208;SP;Presidente Bernardes;Região Sudeste;13570;Pequeno I;;
SPPresidente Epitácio;354130;3541307;SP;Presidente Epitácio;Região Sudeste;41318;Pequeno II;;
SPPresidente Prudente;354140;3541406;SP;Presidente Prudente;Região Sudeste;207610;Grande;;
SPPresidente Venceslau;354150;3541505;SP;Presidente Venceslau;Região Sudeste;37910;Pequeno II;;
SPPromissão;354160;3541604;SP;Promissão;Região Sudeste;35674;Pequeno II;;
SPQuadra;354165;3541653;SP;Quadra;Região Sudeste;3236;Pequeno I;;
SPQuatá;354170;3541703;SP;Quatá;Região Sudeste;12799;Pequeno I;;
SPQueiroz;354180;3541802;SP;Queiroz;Região Sudeste;2808;Pequeno I;;
SPQueluz;354190;3541901;SP;Queluz;Região Sudeste;11309;Pequeno I;;
SPQuintana;354200;3542008;SP;Quintana;Região Sudeste;6004;Pequeno I;;
SPRafard;354210;3542107;SP;Rafard;Região Sudeste;8612;Pequeno I;;
SPRancharia;354220;3542206;SP;Rancharia;Região Sudeste;28804;Pequeno II;;
SPRedenção da Serra;354230;3542305;SP;Redenção da Serra;Região Sudeste;3873;Pequeno I;;
SPRegente Feijó;354240;3542404;SP;Regente Feijó;Região Sudeste;18494;Pequeno I;;
SPReginópolis;354250;3542503;SP;Reginópolis;Região Sudeste;7323;Pequeno I;;
SPRegistro;354260;3542602;SP;Registro;Região Sudeste;54261;Médio;;
SPRestinga;354270;3542701;SP;Restinga;Região Sudeste;6587;Pequeno I;;
SPRibeira;354280;3542800;SP;Ribeira;Região Sudeste;3358;Pequeno I;;
SPRibeirão Bonito;354290;3542909;SP;Ribeirão Bonito;Região Sudeste;12135;Pequeno I;;
SPRibeirão Branco;354300;3543006;SP;Ribeirão Branco;Região Sudeste;18269;Pequeno I;;
SPRibeirão Corrente;354310;3543105;SP;Ribeirão Corrente;Região Sudeste;4273;Pequeno I;;
SPRibeirão do Sul;354320;3543204;SP;Ribeirão do Sul;Região Sudeste;4446;Pequeno I;;
SPRibeirão Dos Índios;354323;3543238;SP;Ribeirão Dos Índios;Região Sudeste;2187;Pequeno I;;
SPRibeirão Grande;354325;3543253;SP;Ribeirão Grande;Região Sudeste;7422;Pequeno I;;
SPRibeirão Pires;354330;3543303;SP;Ribeirão Pires;Região Sudeste;113068;Grande;;
SPRibeirão Preto;354340;3543402;SP;Ribeirão Preto;Região Sudeste;604682;Grande;;
SPRiversul;354350;3543501;SP;Riversul;Região Sudeste;6163;Pequeno I;;
SPRifaina;354360;3543600;SP;Rifaina;Região Sudeste;3436;Pequeno I;;
SPRincão;354370;3543709;SP;Rincão;Região Sudeste;10414;Pequeno I;;
SPRinópolis;354380;3543808;SP;Rinópolis;Região Sudeste;9935;Pequeno I;;
SPRio Claro;354390;3543907;SP;Rio Claro;Região Sudeste;186253;Grande;;
SPRio Das Pedras;354400;3544004;SP;Rio Das Pedras;Região Sudeste;29501;Pequeno II;;
SPRio Grande da Serra;354410;3544103;SP;Rio Grande da Serra;Região Sudeste;43974;Pequeno II;;
SPRiolândia;354420;3544202;SP;Riolândia;Região Sudeste;10575;Pequeno I;;
SPRosana;354425;3544251;SP;Rosana;Região Sudeste;19691;Pequeno I;;
SPRoseira;354430;3544301;SP;Roseira;Região Sudeste;9599;Pequeno I;;
SPRubiácea;354440;3544400;SP;Rubiácea;Região Sudeste;2729;Pequeno I;;
SPRubinéia;354450;3544509;SP;Rubinéia;Região Sudeste;2862;Pequeno I;;
SPSabino;354460;3544608;SP;Sabino;Região Sudeste;5217;Pequeno I;;
SPSagres;354470;3544707;SP;Sagres;Região Sudeste;2395;Pequeno I;;
SPSales;354480;3544806;SP;Sales;Região Sudeste;5451;Pequeno I;;
SPSales Oliveira;354490;3544905;SP;Sales Oliveira;Região Sudeste;10568;Pequeno I;;
SPSalesópolis;354500;3545001;SP;Salesópolis;Região Sudeste;15635;Pequeno I;;
SPSalmourão;354510;3545100;SP;Salmourão;Região Sudeste;4818;Pequeno I;;
SPSaltinho;354515;3545159;SP;Saltinho;Região Sudeste;7059;Pequeno I;;
SPSalto;354520;3545209;SP;Salto;Região Sudeste;105516;Grande;;
SPSalto de Pirapora;354530;3545308;SP;Salto de Pirapora;Região Sudeste;40132;Pequeno II;;
SPSalto Grande;354540;3545407;SP;Salto Grande;Região Sudeste;8787;Pequeno I;;
SPSandovalina;354550;3545506;SP;Sandovalina;Região Sudeste;3699;Pequeno I;;
SPSanta Adélia;354560;3545605;SP;Santa Adélia;Região Sudeste;14333;Pequeno I;;
SPSanta Albertina;354570;3545704;SP;Santa Albertina;Região Sudeste;5723;Pequeno I;;
SPSanta Bárbara D'oeste;354580;3545803;SP;Santa Bárbara D´oeste;Região Sudeste;180009;Grande;;
SPSanta Branca;354600;3546009;SP;Santa Branca;Região Sudeste;13763;Pequeno I;;
SPSanta Clara D'oeste;354610;3546108;SP;Santa Clara D´oeste;Região Sudeste;2084;Pequeno I;;
SPSanta Cruz da Conceição;354620;3546207;SP;Santa Cruz da Conceição;Região Sudeste;4002;Pequeno I;;
SPSanta Cruz da Esperança;354625;3546256;SP;Santa Cruz da Esperança;Região Sudeste;1953;Pequeno I;;
SPSanta Cruz Das Palmeiras;354630;3546306;SP;Santa Cruz Das Palmeiras;Região Sudeste;29932;Pequeno II;;
SPSanta Cruz do Rio Pardo;354640;3546405;SP;Santa Cruz do Rio Pardo;Região Sudeste;43921;Pequeno II;;
SPSanta Ernestina;354650;3546504;SP;Santa Ernestina;Região Sudeste;5568;Pequeno I;;
SPSanta fé do Sul;354660;3546603;SP;Santa fé do Sul;Região Sudeste;29239;Pequeno II;;
SPSanta Gertrudes;354670;3546702;SP;Santa Gertrudes;Região Sudeste;21634;Pequeno II;;
SPSanta Isabel;354680;3546801;SP;Santa Isabel;Região Sudeste;50453;Médio;;
SPSanta Lúcia;354690;3546900;SP;Santa Lúcia;Região Sudeste;8248;Pequeno I;;
SPSanta Maria da Serra;354700;3547007;SP;Santa Maria da Serra;Região Sudeste;5413;Pequeno I;;
SPSanta Mercedes;354710;3547106;SP;Santa Mercedes;Região Sudeste;2831;Pequeno I;;
SPSantana da Ponte Pensa;354720;3547205;SP;Santana da Ponte Pensa;Região Sudeste;1641;Pequeno I;;
SPSantana de Parnaíba;354730;3547304;SP;Santana de Parnaíba;Região Sudeste;108813;Grande;;
SPSanta Rita D'oeste;354740;3547403;SP;Santa Rita D´oeste;Região Sudeste;2543;Pequeno I;;
SPSanta Rita do Passa Quatro;354750;3547502;SP;Santa Rita do Passa Quatro;Região Sudeste;26478;Pequeno II;;
SPSanta Rosa de Viterbo;354760;3547601;SP;Santa Rosa de Viterbo;Região Sudeste;23862;Pequeno II;;
SPSanta Salete;354765;3547650;SP;Santa Salete;Região Sudeste;1447;Pequeno I;;
SPSanto Anastácio;354770;3547700;SP;Santo Anastácio;Região Sudeste;20475;Pequeno II;;
SPSanto André;354780;3547809;SP;Santo André;Região Sudeste;676407;Grande;;
SPSanto Antônio da Alegria;354790;3547908;SP;Santo Antônio da Alegria;Região Sudeste;6304;Pequeno I;;
SPSanto Antônio de Posse;354800;3548005;SP;Santo Antônio de Posse;Região Sudeste;20650;Pequeno II;;
SPSanto Antônio do Aracanguá;354805;3548054;SP;Santo Antônio do Aracanguá;Região Sudeste;7626;Pequeno I;;
SPSanto Antônio do Jardim;354810;3548104;SP;Santo Antônio do Jardim;Região Sudeste;5943;Pequeno I;;
SPSanto Antônio do Pinhal;354820;3548203;SP;Santo Antônio do Pinhal;Região Sudeste;6486;Pequeno I;;
SPSanto Expedito;354830;3548302;SP;Santo Expedito;Região Sudeste;2803;Pequeno I;;
SPSantópolis do Aguapeí;354840;3548401;SP;Santópolis do Aguapeí;Região Sudeste;4277;Pequeno I;;
SPSantos;354850;3548500;SP;Santos;Região Sudeste;419400;Grande;;
SPSão Bento do Sapucaí;354860;3548609;SP;São Bento do Sapucaí;Região Sudeste;10468;Pequeno I;;
SPSão Bernardo do Campo;354870;3548708;SP;São Bernardo do Campo;Região Sudeste;765463;Grande;;
SPSão Caetano do Sul;354880;3548807;SP;São Caetano do Sul;Região Sudeste;149263;Grande;;
SPSão Carlos;354890;3548906;SP;São Carlos;Região Sudeste;221950;Grande;;
SPSão Francisco;354900;3549003;SP;São Francisco;Região Sudeste;2793;Pequeno I;;
SPSão João da Boa Vista;354910;3549102;SP;São João da Boa Vista;Região Sudeste;83639;Médio;;
SPSão João Das Duas Pontes;354920;3549201;SP;São João Das Duas Pontes;Região Sudeste;2566;Pequeno I;;
SPSão João de Iracema;354925;3549250;SP;São João de Iracema;Região Sudeste;1780;Pequeno I;;
SPSão João do Pau D'alho;354930;3549300;SP;São João do Pau D´alho;Região Sudeste;2103;Pequeno I;;
SPSão Joaquim da Barra;354940;3549409;SP;São Joaquim da Barra;Região Sudeste;46512;Pequeno II;;
SPSão José da Bela Vista;354950;3549508;SP;São José da Bela Vista;Região Sudeste;8406;Pequeno I;;
SPSão José do Barreiro;354960;3549607;SP;São José do Barreiro;Região Sudeste;4077;Pequeno I;;
SPSão José do Rio Pardo;354970;3549706;SP;São José do Rio Pardo;Região Sudeste;51900;Médio;;
SPSão José do Rio Preto;354980;3549805;SP;São José do Rio Preto;Região Sudeste;408258;Grande;;
SPSão José Dos Campos;354990;3549904;SP;São José Dos Campos;Região Sudeste;629921;Grande;;
SPSão Lourenço da Serra;354995;3549953;SP;São Lourenço da Serra;Região Sudeste;13973;Pequeno I;;
SPSão Luís do Paraitinga;355000;3550001;SP;São Luís do Paraitinga;Região Sudeste;10397;Pequeno I;;
SPSão Manuel;355010;3550100;SP;São Manuel;Região Sudeste;38342;Pequeno II;;
SPSão Miguel Arcanjo;355020;3550209;SP;São Miguel Arcanjo;Região Sudeste;31450;Pequeno II;;
SPSão Paulo;355030;3550308;SP;São Paulo;Região Sudeste;11253503;Metrópole;Capital;
SPSão Pedro;355040;3550407;SP;São Pedro;Região Sudeste;31662;Pequeno II;;
SPSão Pedro do Turvo;355050;3550506;SP;São Pedro do Turvo;Região Sudeste;7198;Pequeno I;;
SPSão Roque;355060;3550605;SP;São Roque;Região Sudeste;78821;Médio;;
SPSão Sebastião;355070;3550704;SP;São Sebastião;Região Sudeste;73942;Médio;;
SPSão Sebastião da Grama;355080;3550803;SP;São Sebastião da Grama;Região Sudeste;12099;Pequeno I;;
SPSão Simão;355090;3550902;SP;São Simão;Região Sudeste;14346;Pequeno I;;
SPSão Vicente;355100;3551009;SP;São Vicente;Região Sudeste;332445;Grande;;
SPSarapuí;355110;3551108;SP;Sarapuí;Região Sudeste;9027;Pequeno I;;
SPSarutaiá;355120;3551207;SP;Sarutaiá;Região Sudeste;3622;Pequeno I;;
SPSebastianópolis do Sul;355130;3551306;SP;Sebastianópolis do Sul;Região Sudeste;3031;Pequeno I;;
SPSerra Azul;355140;3551405;SP;Serra Azul;Região Sudeste;11256;Pequeno I;;
SPSerrana;355150;3551504;SP;Serrana;Região Sudeste;38878;Pequeno II;;
SPSerra Negra;355160;3551603;SP;Serra Negra;Região Sudeste;26387;Pequeno II;;
SPSertãozinho;355170;3551702;SP;Sertãozinho;Região Sudeste;110074;Grande;;
SPSete Barras;355180;3551801;SP;Sete Barras;Região Sudeste;13005;Pequeno I;;
SPSeverínia;355190;3551900;SP;Severínia;Região Sudeste;15501;Pequeno I;;
SPSilveiras;355200;3552007;SP;Silveiras;Região Sudeste;5792;Pequeno I;;
SPSocorro;355210;3552106;SP;Socorro;Região Sudeste;36686;Pequeno II;;
SPSorocaba;355220;3552205;SP;Sorocaba;Região Sudeste;586625;Grande;;
SPSud Mennucci;355230;3552304;SP;Sud Mennucci;Região Sudeste;7435;Pequeno I;;
SPSumaré;355240;3552403;SP;Sumaré;Região Sudeste;241311;Grande;;
SPSuzano;355250;3552502;SP;Suzano;Região Sudeste;262480;Grande;;
SPSuzanápolis;355255;3552551;SP;Suzanápolis;Região Sudeste;3383;Pequeno I;;
SPTabapuã;355260;3552601;SP;Tabapuã;Região Sudeste;11363;Pequeno I;;
SPTabatinga;355270;3552700;SP;Tabatinga;Região Sudeste;14686;Pequeno I;;
SPTaboão da Serra;355280;3552809;SP;Taboão da Serra;Região Sudeste;244528;Grande;;
SPTaciba;355290;3552908;SP;Taciba;Região Sudeste;5714;Pequeno I;;
SPTaguaí;355300;3553005;SP;Taguaí;Região Sudeste;10828;Pequeno I;;
SPTaiaçu;355310;3553104;SP;Taiaçu;Região Sudeste;5894;Pequeno I;;
SPTaiúva;355320;3553203;SP;Taiúva;Região Sudeste;5447;Pequeno I;;
SPTambaú;355330;3553302;SP;Tambaú;Região Sudeste;22406;Pequeno II;;
SPTanabi;355340;3553401;SP;Tanabi;Região Sudeste;24055;Pequeno II;;
SPTapiraí;355350;3553500;SP;Tapiraí;Região Sudeste;8012;Pequeno I;;
SPTapiratiba;355360;3553609;SP;Tapiratiba;Região Sudeste;12737;Pequeno I;;
SPTaquaral;355365;3553658;SP;Taquaral;Região Sudeste;2726;Pequeno I;;
SPTaquaritinga;355370;3553708;SP;Taquaritinga;Região Sudeste;53988;Médio;;
SPTaquarituba;355380;3553807;SP;Taquarituba;Região Sudeste;22291;Pequeno II;;
SPTaquarivaí;355385;3553856;SP;Taquarivaí;Região Sudeste;5151;Pequeno I;;
SPTarabai;355390;3553906;SP;Tarabai;Região Sudeste;6607;Pequeno I;;
SPTarumã;355395;3553955;SP;Tarumã;Região Sudeste;12885;Pequeno I;;
SPTatuí;355400;3554003;SP;Tatuí;Região Sudeste;107326;Grande;;
SPTaubaté;355410;3554102;SP;Taubaté;Região Sudeste;278686;Grande;;
SPTejupá;355420;3554201;SP;Tejupá;Região Sudeste;4809;Pequeno I;;
SPTeodoro Sampaio;355430;3554300;SP;Teodoro Sampaio;Região Sudeste;21386;Pequeno II;;
SPTerra Roxa;355440;3554409;SP;Terra Roxa;Região Sudeste;8505;Pequeno I;;
SPTietê;355450;3554508;SP;Tietê;Região Sudeste;36835;Pequeno II;;
SPTimburi;355460;3554607;SP;Timburi;Região Sudeste;2646;Pequeno I;;
SPTorre de Pedra;355465;3554656;SP;Torre de Pedra;Região Sudeste;2254;Pequeno I;;
SPTorrinha;355470;3554706;SP;Torrinha;Região Sudeste;9330;Pequeno I;;
